bill_id,year,date,bill_str,bill_desc,congno,sponsors,cosponsors,tw_latent1,tw_abortion_and_social_conservatism,tw_agriculture,tw_banking_and_finance,tw_civil_rights,tw_congress_and_procedural,tw_crime,tw_defense_and_foreign_policy,tw_economy,tw_education,tw_energy,tw_environment,tw_fair_elections,tw_federal_agencies_and_gov_regulation,tw_guns,tw_healthcare,tw_higher_education,tw_immigration,tw_indian_affairs,tw_intelligence_and_surveillance,tw_labor,tw_law_courts_and_judges,tw_transportation,tw_veterans_affairs,tw_womens_issues
110_hres1114,2008,6/3/2008,H RES 1114|On Motion to Suspend the Rules and Agree|Supporting the goals and ideals of the Arbor Day Foundation and National Arbor Day,Supporting the goals and ideals of the Arbor Day Foundation and National Arbor Day,110,cand941,cand1427|cand821|cand1341|cand824|cand295|cand793|cand827|cand1510|cand830|cand832|cand1275|cand1277|cand1288|cand1448|cand1362|cand1291|cand541|cand1210|cand1457|cand362|cand1525|cand1526|cand802|cand1383|cand677|cand1477|cand858|cand515|cand1484|cand1409|cand1492|cand877|cand881|cand902|cand910|cand913|cand919|cand922|cand437|cand928|cand936|cand951|cand953|cand955|cand957|cand968|cand1017|cand985|cand989|cand990|cand993|cand1001|cand1006,0.880648518,0,0,0,0,0,0,0,0.004715071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110_hres923,2008,6/3/2008,H RES 923|On Motion to Suspend the Rules and Agree|Recognizing the State of Minnesota’s 150th anniversary,Recognizing the State of Minnesota’s 150th anniversary,110,cand992,cand1427|cand820|cand1339|cand1429|cand1193|cand1503|cand434|cand1500|cand1266|cand830|cand831|cand799|cand832|cand833|cand806|cand1276|cand1278|cand1281|cand1280|cand1443|cand765|cand1354|cand1444|cand837|cand1291|cand541|cand1210|cand1295|cand511|cand346|cand1523|cand1300|cand53|cand1459|cand1214|cand842|cand1215|cand282|cand809|cand867|cand843|cand362|cand1462|cand1463|cand696|cand1383|cand1533|cand1224|cand1474|cand1328|cand1477|cand857|cand858|cand1552|cand767|cand1404|cand303|cand1556|cand1492|cand1413|cand325|cand866|cand1421|cand872|cand877|cand879|cand881|cand885|cand887|cand899|cand902|cand903|cand910|cand911|cand912|cand913|cand917|cand918|cand919|cand921|cand437|cand962|cand1345|cand926|cand928|cand929|cand937|cand941|cand943|cand944|cand945|cand963|cand949|cand950|cand955|cand957|cand958|cand959|cand965|cand968|cand969|cand1017|cand979|cand980|cand1013|cand982|cand983|cand985|cand989|cand990|cand991|cand998|cand1001|cand1002|cand1019|cand1003|cand1007|cand1010|cand1011|cand1014,0.984409861,0,0,0,0,0.003395547,0,0,0,0,0,0,0,0.012194592,0,0,0,0,0,0,0,0,0,0,0
110_s3036,2008,6/2/2008,S. 3036|On the Cloture Motion|Motion to Invoke Cloture on the Motion to Proceed to Consider S.3036; Lieberman-Warner Climate Security Act of 2008,Motion to Invoke Cloture on the Motion to Proceed to Consider S.3036; Lieberman-Warner Climate Security Act of 2008,110,cand597,,0.399984462,0.024993713,0.011678798,0.00886197,0.021434359,0.116862838,0.009776637,2.1186E-05,0.04804894,0.012321353,0.07031977,0.059195116,0,0.075020284,0,0.001618468,0.000648156,0,1.14935E-05,0.011777547,0.002939284,0.000988386,0.000292595,0.004276061,0.007356216
110_hr5658,2008,5/22/2008,H R 5658|On Agreeing to the Amendment|,,110,cand362,cand522,0.193979242,0.005224237,0.002233701,0.003262849,0.005283983,0.003960093,0.005531821,0.036818633,0.004505948,0.009577529,0.045540712,0.019280806,8.85088E-06,0.023321279,2.64195E-05,0.016074495,0.016337055,0,0.004149214,0.014124958,0.00268933,0.003915898,0.395439849,0.153477596,0.002695398
110_hr6124,2008,5/22/2008,"H R 6124|On Motion to Suspend the Rules and Pass|To provide for the continuation of agricultural and other programs of the Department of Agriculture through the fiscal year 2012, and for other purposes","To provide for the continuation of agricultural and other programs of the Department of Agriculture through the fiscal year 2012, and for other purposes",110,cand1215,,0.885922258,9.31904E-06,8.86285E-06,1.80083E-05,1.93647E-05,0.018967765,8.62942E-06,1.48709E-05,1.89857E-05,6.6053E-06,7.04125E-06,8.0204E-06,0,1.28648E-05,0,0.000951979,8.39865E-06,1.53127E-05,1.82691E-05,1.33571E-05,1.16407E-05,0.093914649,1.30662E-05,0,5.26655E-06
110_hres1194,2008,5/22/2008,"H RES 1194|On Motion to Suspend the Rules and Agree|Reaffirming the support of the House of Representatives for the legitimate, democratically-elected Government of Lebanon under Prime Minister Fouad Siniora","Reaffirming the support of the House of Representatives for the legitimate, democratically-elected Government of Lebanon under Prime Minister Fouad Siniora",110,cand591,cand827|cand1441|cand586|cand937,0.535162855,5.6737E-05,0,0,0.088351021,0,2.28185E-05,0.33870257,0,0,0,0,0,0,0,0,0,0,0.037423506,0,0,0.000280493,0,0,0
110_hres1218,2008,5/22/2008,"H RES 1218|On Ordering the Previous Question|Providing for consideration of H.R. 5658, Department of Defense Authorization, 2009","Providing for consideration of H.R. 5658, Department of Defense Authorization, 2009",110,cand874,,0.697427349,0,0,0,0,0.07587985,0,0.226692801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110_hres1221,2008,5/22/2008,H RES 1221|On Motion to Table|,,110,cand1225,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110_hres986,2008,5/22/2008,"H RES 986|On Motion to Suspend the Rules and Agree, as Amended|Recognizing the courage and sacrifice of those members of the United States Armed Forces who were held as prisoners of war during the Vietnam conflict and calling for a full accounting of the 1,729 members of the Armed Forces who remain unaccounted for from the Vietnam conflict","Recognizing the courage and sacrifice of those members of the United States Armed Forces who were held as prisoners of war during the Vietnam conflict and calling for a full accounting of the 1,729 members of the Armed Forces who remain unaccounted for from the Vietnam conflict",110,cand1225,cand1239|cand1427|cand1339|cand1254|cand499|cand1509|cand827|cand522|cand830|cand833|cand806|cand837|cand1212|cand843|cand1461|cand1376|cand696|cand1532|cand1533|cand858|cand515|cand1484|cand670|cand859|cand1485|cand1487|cand1409|cand303|cand757|cand863|cand864|cand1421|cand869|cand872|cand881|cand882|cand885|cand897|cand898|cand899|cand902|cand910|cand918|cand919|cand921|cand922|cand962|cand926|cand929|cand945|cand950|cand951|cand953|cand954|cand955|cand969|cand989,0.484980858,0,0,0,0,0,0,0.514818316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000200826,0
110_hr1771,2008,5/21/2008,"H R 1771|On Motion to Suspend the Rules and Pass, as Amended|Crane Conservation Act of 2008",Crane Conservation Act of 2008,110,cand1544,cand1429|cand842|cand282|cand1494|cand873|cand879|cand1012,0.405262007,0,0,0.019605473,0.030357798,1.73484E-05,0.034900091,0.055938803,0.088964602,0.001076692,0,0.156732676,0,0.037826351,0,0,0,0,0,0,0,0.015437043,0,0,0
