icpsr,district,state,party,NOMINATE_dim1,NOMINATE_dim2,candidate_id,name,ici,ttl_receipts,comm_receipts,ttl_disb,comm_disb,start_cash,end_cash,cand_contrib,cand_loans,ind_contrib,district,state,other_comm_contrib,pty_contrib
29925,14,NY,100,-0.412,-0.07,H8NY07046,"crowley, joseph",I,2577592.02,0.0,2722991.15,0.0,934051.27,788652.14,0.0,0.0,901900.83,NY,14,1626418.4,311.41
15092,6,NC,200,0.52,-0.081,H4NC06011,"coble, john howard",I,531611.09,6580.77,639502.76,0.0,181092.02,78560.42,0.0,0.0,154722.88,NC,6,366819.02,2025.0
15438,4,NC,100,-0.343,-0.03,H6NC04037,"price, david",I,1141279.86,0.0,1085726.83,0.0,10094.09,65647.12,302.44,0.0,614686.13,NC,4,523850.0,0.0
20340,1,NC,100,-0.404,0.184,H4NC01046,"butterfield, g. k.",I,901274.34,0.0,836321.78,0.0,173415.74,238368.3,0.0,0.0,259190.14,NC,1,634929.37,5.79
20521,5,NC,200,0.625,0.164,H4NC05146,"foxx, virginia",I,972460.35,0.0,721824.4,0.0,1204438.46,1455074.42,0.0,0.0,651211.11,NC,5,311373.3,300.0
20522,10,NC,200,0.53,0.128,H4NC10047,"mchenry, patrick timothy",I,1230228.35,0.0,1188998.63,0.0,84257.79,125487.51,0.0,0.0,552278.86,NC,10,677487.68,0.0
21159,2,NC,200,0.406,0.338,H0NC02059,"ellmers, renee jacisin",I,1086869.93,32724.23,1190907.49,0.0,231768.09,127730.53,0.0,0.0,455926.85,NC,2,597024.24,50.0
21346,8,NC,200,0.532,0.163,H2NC08185,"hudson, richard l. jr.",C,1618468.91,11845.76,1543063.81,0.0,0.0,75405.1,0.0,100000.0,721969.22,NC,8,773592.41,10000.0
21347,9,NC,200,0.561,0.333,H2NC09134,"pittenger, robert m the honorable",O,3324422.15,8057.73,3321263.74,0.0,0.0,3158.41,1680735.03,644000.0,709832.41,NC,9,226906.35,1000.0
21348,11,NC,200,0.605,-0.201,H2NC11080,"meadows, mark r",O,1113283.51,17619.53,1098849.79,0.0,0.0,14433.72,12198.26,255000.0,554865.72,NC,11,273600.0,0.0
21349,13,NC,200,0.604,0.165,H2NC13110,"holding, george e. b. mr.",O,1692833.09,14564.04,1680724.26,0.0,0.0,12108.83,1264.79,325000.0,1060729.13,NC,13,288752.07,2500.0
29383,12,NC,100,-0.526,-0.155,H2NC12021,"watt, melvin l",I,852387.49,0.0,857241.15,35000.0,107544.41,102690.75,0.0,0.0,96939.4,NC,12,738134.05,200.0
29546,3,NC,200,0.244,-0.362,H2NC01081,"jones, walter b.",I,716405.25,0.0,745971.19,0.0,127699.02,98133.08,0.0,0.0,354440.88,NC,3,357350.0,0.0
29746,7,NC,100,-0.148,0.56,H8NC07044,"mcintyre, mike rep.",I,2304496.01,0.0,2253833.62,10600.0,35155.14,85817.53,0.0,0.0,916911.45,NC,7,1294260.77,9852.32
21350,0,ND,200,0.399,0.392,H0ND01026,"cramer, kevin",O,1325478.8,4809.34,1291733.07,0.0,0.0,33745.73,0.0,0.0,981732.22,ND,0,333050.0,5000.0
15029,9,OH,100,-0.348,0.115,H2OH09031,"kaptur, marcy c hon.",I,1150008.58,0.0,1588127.19,0.0,566814.12,128695.51,0.0,0.0,440458.96,OH,9,706300.0,350.0
20130,12,OH,200,0.386,-0.026,H0OH12062,"tiberi, patrick j.",I,3375829.85,0.0,2505566.95,0.0,698272.2,1569010.2,0.0,0.0,1334658.72,OH,12,2022849.4,0.0
20342,10,OH,200,0.274,0.222,H2OH03067,"turner, michael r",I,1232450.03,0.0,1099374.82,0.0,139545.76,272370.97,0.0,0.0,790074.22,OH,10,441115.0,0.0
20343,13,OH,100,-0.402,0.208,H2OH17109,"ryan, timothy",I,991384.96,1925.0,983820.48,0.0,117886.63,125451.11,0.0,0.0,381154.81,OH,13,605669.15,2636.0
20738,4,OH,200,0.717,-0.2,H6OH04082,"jordan, james d.",I,1078119.01,7567.74,839919.17,0.0,843690.62,1081890.46,0.0,0.0,568820.29,OH,4,496874.65,1625.0
20755,5,OH,200,0.511,0.282,H8OH05036,"latta, robert edward mr",I,1111742.01,0.0,1284548.04,15135.0,209953.61,53387.58,0.0,0.0,548619.01,OH,5,562267.73,250.0
20941,11,OH,100,-0.581,0.14,H8OH11141,"fudge, marcia l",I,689197.47,0.0,711755.19,0.0,222660.59,200102.87,0.0,0.0,160154.14,OH,11,504377.62,2000.0
21162,6,OH,200,0.425,0.273,H0OH06189,"johnson, bill",I,2042739.19,52729.46,2052250.45,173.08,32005.29,22494.03,812.59,15000.0,994737.64,OH,6,974233.51,5000.0
21163,15,OH,200,0.3,0.269,H8OH15076,"stivers, steve mr.",I,2748358.32,26592.73,2541560.71,0.0,10065.21,216862.82,0.0,0.0,1268592.15,OH,15,1450228.3,1000.0
21164,16,OH,200,0.387,0.143,H0OH16097,"renacci, james b",I,3371437.93,48162.39,3381616.9,850.0,49996.52,39817.55,2500.0,96393.9,1613450.61,OH,16,1548882.41,55923.0
21165,7,OH,200,0.484,0.284,H0OH18077,"gibbs, bob",I,1550088.19,44045.17,1347805.92,0.0,32370.41,234651.89,0.0,0.0,677884.4,OH,7,815385.94,0.0
21351,2,OH,200,0.527,0.255,H2OH02085,"wenstrup, brad",C,1015732.8,0.0,910490.03,0.0,0.0,105242.77,0.0,70000.0,668105.04,OH,2,273449.86,0.0
21352,3,OH,100,-0.438,0.04,H2OH03125,"beatty, joyce",C,812093.22,0.0,729746.88,0.0,0.0,82346.34,0.0,0.0,376968.22,OH,3,407625.0,0.0
21353,14,OH,200,0.261,0.275,H2OH14064,"joyce, david p",C,952654.99,0.0,672203.96,0.0,0.0,280451.03,0.0,25000.0,626004.99,OH,14,292050.0,7100.0
29137,8,OH,200,0.513,0.04,H0OH08029,"boehner, john a",I,22024288.2,10148943.55,21197801.38,0.0,126341.62,952828.44,0.0,0.0,9401895.52,OH,8,2430850.0,100.0
29550,1,OH,200,0.542,-0.137,H8OH01043,"chabot, steve",I,1068815.87,3729.2,737763.86,0.0,7527.92,338579.93,0.0,0.0,627749.0,OH,1,437337.67,0.0
20344,4,OK,200,0.329,0.377,H2OK04055,"cole, tom jeffery",I,1016545.82,0.0,773950.43,0.0,550034.78,792630.17,0.0,0.0,576035.23,OK,4,428452.17,0.0
21166,5,OK,200,0.608,0.172,H0OK05114,"lankford, james paul",I,1155958.56,0.0,815426.72,0.0,89297.06,429828.9,120.0,0.0,789694.08,OK,5,363674.87,0.0
21354,1,OK,200,0.689,-0.157,H2OK01143,"bridenstine, james frederick",C,781983.29,0.0,767458.97,0.0,0.0,14790.47,200.0,0.0,569313.94,OK,1,210646.75,0.0
21355,2,OK,200,0.545,0.246,H2OK02083,"mullin, markwayne",O,1732310.94,1680.98,1709208.45,0.0,0.0,23102.49,36925.74,255750.0,1113496.0,OK,2,308290.46,14750.0
29393,3,OK,200,0.366,0.419,H4OK06056,"lucas, frank d.",I,1624077.68,30413.83,1665973.74,2000.0,200581.26,158668.7,0.0,0.0,484617.35,OK,3,1104033.08,0.0
15410,4,OR,100,-0.427,-0.002,H6OR04047,"defazio, peter a",I,1333331.11,0.0,1401801.78,0.0,194510.64,126039.97,0.0,0.0,702913.59,OR,4,611805.0,30.0
20944,5,OR,100,-0.182,0.054,H8OR05107,"schrader, kurt",I,1781164.17,29029.92,1197026.63,125000.0,8216.52,592354.06,0.0,0.0,688481.15,OR,5,1051443.43,5933.24
21198,1,OR,100,-0.394,-0.413,H2OR01133,"bonamici, suzanne",I,2493720.39,37428.82,2286046.2,5464.41,0.0,207674.19,1663.55,200000.0,1480150.53,OR,1,751600.13,6031.03
29588,3,OR,100,-0.427,-0.647,H6OR03064,"blumenauer, earl",I,1185141.92,57050.0,981705.69,0.0,429209.01,632645.24,0.0,0.0,352003.01,OR,3,774956.68,6.65
29932,2,OR,200,0.333,-0.011,H6OR02116,"walden, gregory p mr.",I,2736873.41,0.0,2395607.96,0.0,621333.43,962598.88,0.0,0.0,1070762.74,OR,2,1651213.11,0.0
20134,9,PA,200,0.374,0.323,H2PA09035,"shuster, william mr.",I,1674736.45,10542.56,1483252.4,0.0,93374.79,284858.84,0.0,0.0,741888.63,PA,9,919344.78,0.0
20345,6,PA,200,0.221,-0.107,H2PA06114,"gerlach, jim",I,2234892.13,0.0,2108953.16,0.0,128070.33,254009.3,0.0,0.0,860015.58,PA,6,1355372.17,1300.0
20346,18,PA,200,0.258,0.198,H2PA18143,"murphy, tim",I,2386295.47,0.0,2649101.97,0.0,384089.58,121283.08,0.0,0.0,1117254.16,PA,18,1243752.62,300.0
20524,8,PA,200,0.202,-0.186,H4PA08074,"fitzpatrick, michael g.",I,2672026.97,18640.1,2586003.8,0.0,28060.03,114083.2,0.0,0.0,1552067.82,PA,8,1087851.92,11440.02
20525,13,PA,100,-0.343,-0.008,H4PA13124,"schwartz, allyson y.",I,2904421.74,0.0,1200090.63,0.0,1419581.18,3123912.29,0.0,0.0,1667776.83,PA,13,1190623.85,684.79
20526,15,PA,200,0.244,-0.085,H4PA15087,"dent, charles w rep",I,1706451.47,435.79,1511724.42,0.0,40279.36,235006.41,0.0,0.0,882444.44,PA,15,817613.59,0.0
20946,5,PA,200,0.323,0.384,H8PA05071,"thompson, glenn",I,1263884.89,0.0,1262547.04,91994.76,99238.56,100576.41,0.0,0.0,804882.85,PA,5,458331.23,0.0
21167,3,PA,200,0.372,0.4,H0PA03271,"kelly, george j jr j. jr.",I,1146861.9,11217.55,1139317.64,203136.0,28469.69,36263.95,0.0,0.0,599358.12,PA,3,530915.35,0.0
21168,7,PA,200,0.22,0.076,H0PA07082,"meehan, patrick l. mr. jr.",I,2614863.09,25069.4,1652798.44,50000.0,44941.68,1007477.33,153.66,0.0,1338595.67,PA,7,1241184.23,7460.0
21170,10,PA,200,0.352,0.477,H0PA10078,"marino, thomas anthony",I,827493.0,5073.47,820221.99,200000.0,9184.36,16455.37,0.0,0.0,423440.1,PA,10,397645.05,0.0
21171,11,PA,200,0.278,0.393,H2PA11098,"barletta, lou",I,1334027.37,21162.92,1335284.52,0.0,9154.17,7897.02,0.0,0.0,705314.43,PA,11,606969.92,0.0
21356,4,PA,200,0.674,-0.451,H2PA04135,"perry, scott",C,529958.01,0.0,529610.17,85000.0,0.0,347.84,0.0,25000.0,250580.46,PA,4,251081.57,3000.0
21357,12,PA,200,0.498,0.044,H0PA04220,"rothfus, keith mr.",C,2002960.36,4711.35,2015329.53,0.0,28397.22,16028.05,0.0,15874.94,1500084.24,PA,12,478925.0,426.0
21358,17,PA,100,-0.356,-0.015,H2PA17079,"cartwright, matthew a",C,1371675.92,0.0,1325713.21,0.0,0.0,45962.71,0.0,390000.0,763633.42,PA,17,209539.38,2100.0
29559,2,PA,100,-0.472,-0.054,H2PA02055,"fattah, chaka mr.",I,554638.34,0.0,525952.05,150000.0,1182.48,29868.77,0.0,0.0,213499.25,PA,2,340100.0,16.59
29561,14,PA,100,-0.331,0.099,H4PA18131,"doyle, mike",I,870614.07,0.0,757648.99,0.0,100616.64,213581.72,25.0,0.0,239913.01,PA,14,619739.26,0.0
29752,16,PA,200,0.538,0.012,H6PA16197,"pitts, joseph r.",I,1312423.57,0.0,1208910.52,386400.0,85807.31,183946.14,0.0,0.0,292622.65,PA,16,1016335.25,250.0
29777,1,PA,100,-0.484,0.225,H8PA01153,"brady, robert a",I,746273.09,0.0,870046.05,0.0,701830.72,578057.76,0.0,0.0,393610.0,PA,1,339490.0,0.0
20136,2,RI,100,-0.375,0.114,H0RI02139,"langevin, james r",I,1103438.77,0.0,1131247.74,60000.0,177927.09,150118.12,0.0,0.0,558596.62,RI,2,526903.7,97.72
21172,1,RI,100,-0.389,-0.262,H0RI01073,"cicilline, david n",I,2405552.72,10875.99,2426394.01,16250.0,37562.21,16720.92,0.0,0.0,1718493.57,RI,1,645731.39,14604.94
20138,2,SC,200,0.529,0.151,H2SC02059,"wilson, addison (joe) graves",I,1030164.96,0.0,1030535.94,0.0,5550.35,5179.37,0.0,0.0,556398.11,SC,2,416260.16,0.0
21174,3,SC,200,0.7,-0.097,H0SC03077,"duncan, jeff",I,698727.84,18243.42,598246.51,0.0,31560.23,132041.56,0.0,0.0,245371.06,SC,3,433950.12,0.0
21175,4,SC,200,0.655,-0.002,H0SC04257,"gowdy, trey",I,728767.38,8747.08,533277.97,0.0,75467.27,270956.68,0.0,0.0,270266.0,SC,4,437253.57,0.0
21176,5,SC,200,0.75,-0.592,H0SC05031,"mulvaney, john michael 'mick'",I,798055.27,13683.57,763829.67,0.0,137456.45,171682.05,0.0,0.0,371672.55,SC,5,411823.45,0.0
21359,7,SC,200,0.558,-0.217,H2SC07066,"rice, tom",C,1473766.58,15152.33,1367012.5,15152.33,0.0,106754.08,0.0,100000.0,1069660.21,SC,7,286350.0,0.0
39301,6,SC,100,-0.465,0.25,H2SC02042,"clyburn, james e",I,2405515.27,0.0,2231592.6,0.0,772116.87,946039.54,0.0,0.0,502242.1,SC,6,1884201.9,0.0
21177,0,SD,200,0.398,0.326,H0SD00054,"noem, kristi lynn",I,2811273.74,15712.68,2688179.83,0.0,10701.03,133794.94,0.0,0.0,1773493.28,SD,0,973985.0,4850.0
15019,5,TN,100,-0.164,-0.033,H2TN05131,"cooper, james h.s.",I,1213184.51,0.0,664008.33,0.0,144152.14,693328.32,0.0,0.0,838251.82,TN,5,358654.15,0.0
15455,2,TN,200,0.604,-0.476,H8TN02069,"duncan, john j rep. jr.",I,650921.79,0.0,548500.62,31650.0,1467162.79,1569583.96,0.0,0.0,149543.65,TN,2,471748.88,0.0
20351,7,TN,200,0.628,0.147,H2TN06030,"blackburn, marsha mrs.",I,1779731.37,0.0,1408632.56,0.0,849056.8,1220155.61,0.0,0.0,646216.31,TN,7,1130803.17,0.0
20748,9,TN,100,-0.398,-0.34,H6TN09068,"cohen, stephen ira",I,831885.68,0.0,820326.73,0.0,788848.25,800407.2,0.0,0.0,343011.98,TN,9,482821.84,30.02
20947,1,TN,200,0.486,0.024,H6TN01388,"roe, david phillip dr.",I,706755.61,0.0,575316.38,0.0,258201.99,389641.22,0.0,0.0,705731.85,TN,1,0.0,0.0
21178,3,TN,200,0.465,0.277,H0TN03254,"fleischmann, charles j",I,1412229.34,691.78,1421672.21,0.0,30657.51,21214.64,0.0,0.0,850511.76,TN,3,556455.3,1500.0
21179,4,TN,200,0.579,-0.059,H0TN04195,"desjarlais, scott eugene",I,1260459.29,26132.58,1266553.7,0.0,15431.14,9336.73,0.0,0.0,753148.38,TN,4,476178.33,5000.0
21180,6,TN,200,0.58,0.219,H0TN06257,"black, diane l mrs.",I,3511129.66,19897.0,3227137.88,0.0,35553.55,319545.33,1378422.7,0.0,913289.76,TN,6,1178330.74,4500.0
21181,8,TN,200,0.526,0.181,H0TN08246,"fincher, steve",I,2251745.71,17136.56,911702.99,0.0,109524.49,1449567.21,0.0,0.0,1334401.36,TN,8,886585.52,250.0
15085,6,TX,200,0.528,0.047,H4TX06117,"barton, joe linus",I,1535592.48,0.0,2152615.75,0.0,1522950.18,905926.91,0.0,0.0,515607.32,TX,6,754042.44,0.0
15445,21,TX,200,0.425,0.061,H6TX21012,"smith, lamar",I,1727471.98,0.0,1705680.88,0.0,854767.58,876558.68,0.0,0.0,802183.28,TX,21,916560.83,0.0
20139,7,TX,200,0.503,0.366,H0TX07055,"culberson, john",I,842045.37,0.0,846830.82,169000.0,37181.56,32396.11,0.0,0.0,455961.63,TX,7,379398.42,0.0
20352,5,TX,200,0.703,0.04,H2TX05121,"hensarling, jeb hon.",I,3017392.46,2453.5,2583174.15,0.0,1449570.12,1883788.43,0.0,0.0,1530648.02,TX,5,1473797.0,0.0
20353,19,TX,200,0.628,0.322,H4TX19102,"neugebauer, randy honorable",I,1561331.33,0.0,1319609.09,0.0,649612.76,891335.0,0.0,0.0,689107.82,TX,19,858979.64,0.0
20355,26,TX,200,0.575,-0.206,H2TX26093,"burgess, michael c. dr.",I,1054607.15,0.0,990101.27,0.0,30928.98,95434.86,0.0,0.0,182240.49,TX,26,865250.0,0.0
20356,31,TX,200,0.486,0.563,H2TX31044,"carter, john r. rep.",I,885683.63,0.0,757982.69,0.0,336958.26,464659.2,0.0,0.0,446625.28,TX,31,433432.85,0.0
20527,1,TX,200,0.644,-0.406,H4TX04039,"gohmert, louie",I,742346.57,0.0,759161.55,0.0,113551.25,96736.27,0.0,0.0,614529.5,TX,1,118808.92,3100.0
20528,2,TX,200,0.594,-0.029,H4TX02108,"poe, ted",I,966270.91,0.0,480982.47,0.0,947310.16,1432598.6,0.0,0.0,597949.35,TX,2,368700.0,0.0
20529,9,TX,100,-0.44,0.291,H4TX09095,"green, alexander",I,351713.48,0.0,451380.78,55500.0,189602.82,89935.52,0.0,0.0,177372.87,TX,9,159965.0,1000.0
20530,10,TX,200,0.421,0.125,H4TX10093,"mccaul, michael",I,1324340.28,0.0,1325667.29,0.0,29752.11,28425.1,0.0,200000.0,617069.92,TX,10,499704.35,0.0
20531,11,TX,200,0.593,0.367,H4TX19136,"conaway, michael honorable",I,1350629.71,24000.0,1206227.65,0.0,461658.92,606060.98,0.0,0.0,631798.41,TX,11,687889.5,0.0
20532,24,TX,200,0.6,0.154,H4TX24094,"marchant, kenny e mr.",I,829632.42,0.0,742252.43,0.0,417995.28,505375.27,0.0,0.0,245155.2,TX,24,535765.08,0.0
20533,28,TX,100,-0.228,0.623,H2TX23082,"cuellar, henry r.",I,1672433.49,0.0,1279635.52,0.0,352571.67,745369.64,17250.0,0.0,847940.32,TX,28,792498.42,330.17
20948,22,TX,200,0.548,0.308,H8TX22107,"olson, peter g",I,1439596.52,0.0,1314947.02,0.0,22412.23,147061.73,0.0,0.0,701914.49,TX,22,733841.86,0.0
21182,17,TX,200,0.572,0.293,H0TX17104,"flores, bill",I,1603548.91,11790.92,1441344.75,0.0,43918.03,206122.19,2020.0,300000.0,751360.26,TX,17,526072.09,0.0
21184,27,TX,200,0.548,0.016,H0TX27061,"farenthold, randolph blake",I,1153511.4,32048.27,1197900.08,0.0,45861.4,1472.72,406.0,0.0,657617.26,TX,27,462269.13,0.0
21360,14,TX,200,0.73,0.025,H2TX14149,"weber, randy",O,1359236.07,6010.82,1371325.98,0.0,0.0,-12089.91,2500.0,251500.0,693537.57,TX,14,400537.68,5000.0
21361,16,TX,100,-0.304,-0.331,H2TX16185,"o'rourke, robert ''beto''",C,685661.09,0.0,618525.63,0.0,0.0,66920.12,2621.85,0.0,588930.32,TX,16,88908.92,5200.0
21362,20,TX,100,-0.401,-0.05,H2TX35011,"castro, joaquin mr.",O,1499022.55,0.0,1351968.05,0.0,0.0,147054.23,0.0,40000.0,939451.29,TX,20,519358.92,0.0
21363,23,TX,100,-0.216,0.378,H2TX23124,"gallego, pete",C,1802829.59,0.0,1767937.79,0.0,0.0,34891.8,0.0,0.0,1331185.45,TX,23,449400.88,6743.26
21364,25,TX,200,0.588,0.12,H2TX33040,"williams, roger",C,3297682.95,1101789.05,3230074.05,0.0,0.0,67608.9,0.0,525000.0,1356574.85,TX,25,278120.63,0.0
21365,33,TX,100,-0.402,0.336,H2TX33073,"veasey, marc allison",O,1219901.76,0.0,1198195.07,0.0,0.0,21706.69,0.0,0.0,707949.2,TX,33,503177.59,5200.0
21366,34,TX,100,-0.311,0.407,H2TX27190,"vela, filemon mr.",C,894184.38,0.0,789597.93,0.0,0.0,104586.45,29113.54,290000.0,419185.84,TX,34,155850.0,0.0
29143,3,TX,200,0.61,0.277,H2TX03118,"johnson, samuel robert",I,1136768.09,0.0,972691.45,0.0,632910.31,796986.96,0.0,0.0,458336.52,TX,3,678110.0,0.0
29570,36,TX,200,0.899,-0.438,H6TX22143,"stockman, steve",C,372392.0,0.0,368711.87,0.0,0.0,3679.65,0.0,97107.0,128629.68,TX,36,144000.0,0.0
29571,35,TX,100,-0.402,-0.316,H4TX10028,"doggett, lloyd",I,1744502.64,0.0,1977379.71,0.0,2843336.62,2610459.55,0.0,0.0,1217608.39,TX,35,413289.55,5175.28
29572,13,TX,200,0.525,0.313,H4TX13014,"thornberry, mac",I,1092128.93,0.0,870521.11,267500.0,239992.49,461600.31,0.0,0.0,634117.37,TX,13,449802.06,0.0
29573,18,TX,100,-0.46,0.125,H4TX18054,"lee, sheila jackson",I,600450.89,0.0,554810.24,0.0,114653.69,160294.34,0.0,0.0,313800.89,TX,18,286450.0,0.0
29759,32,TX,200,0.591,0.136,H2TX03126,"sessions, pete",I,1836551.52,27756.97,1716842.95,0.0,998994.1,1118702.67,0.0,0.0,693594.5,TX,32,1087926.92,0.0
29760,8,TX,200,0.52,0.239,H6TX08100,"brady, kevin",I,1385893.57,20329.77,1268522.45,0.0,199886.41,317257.53,0.0,0.0,258316.49,TX,8,1104932.18,0.0
29762,12,TX,200,0.403,0.234,H6TX12060,"granger, kay",I,1375456.6,0.0,1369512.32,0.0,113198.64,119142.92,0.0,0.0,791197.89,TX,12,580214.07,0.0
29763,15,TX,100,-0.34,0.235,H6TX15055,"hinojosa, ruben e.",I,592032.53,0.0,849921.29,0.0,434573.23,176684.47,0.0,0.0,275264.92,TX,15,312800.0,0.0
39304,29,TX,100,-0.324,0.453,H2TX29030,"green, raymond e. 'gene'",I,1012294.96,0.0,721458.54,0.0,578919.58,869756.0,0.0,0.0,184250.0,TX,29,823950.0,2600.0
39305,30,TX,100,-0.485,0.198,H2TX00015,"johnson, eddie bernice",I,779237.22,0.0,882303.45,0.0,170886.69,67820.46,1000.0,0.0,259730.0,TX,30,518495.72,11.5
94828,4,TX,200,0.424,0.308,H0TX04037,"hall, ralph moody",I,589851.01,0.0,624336.88,0.0,83452.93,48967.06,0.0,35000.0,234764.59,TX,4,319758.42,0.0
20140,4,UT,100,-0.115,0.546,H0UT02096,"matheson, james d",I,2360398.97,0.0,2384427.1,0.0,40869.72,16841.59,0.0,0.0,472082.26,UT,4,1877090.9,9748.62
20357,1,UT,200,0.537,0.105,H2UT01094,"bishop, robert",I,353367.37,0.0,403467.05,0.0,64209.97,14110.29,0.0,0.0,111205.1,UT,1,241600.0,500.0
20949,3,UT,200,0.647,-0.278,H8UT03089,"chaffetz, jason",I,807594.7,27086.35,830114.5,0.0,140313.09,117793.29,0.0,0.0,351650.81,UT,3,424938.14,0.0
21367,2,UT,200,0.499,0.167,H2UT02324,"stewart, chris",C,538092.58,0.0,499660.12,0.0,0.0,38432.46,19010.0,65000.0,213100.51,UT,2,235100.0,5500.0
20750,0,VT,100,-0.409,-0.362,H6VT00160,"welch, peter",I,950025.79,0.0,669593.39,215850.0,958668.79,1239101.19,0.0,0.0,398117.27,VT,0,542553.97,68.81
14869,10,VA,200,0.284,-0.213,H6VA10050,"wolf, frank r",I,1091197.21,0.0,1020032.15,0.0,115923.98,187089.04,0.0,0.0,696519.94,VA,10,373596.37,0.0
20143,4,VA,200,0.407,0.218,H2VA04052,"forbes, j randy",I,1077552.25,0.0,1240932.22,0.0,353242.52,189862.55,0.0,0.0,690639.04,VA,4,382294.42,500.0
20144,7,VA,200,0.518,0.191,H0VA07042,"cantor, eric ivan",I,7640467.43,1098565.05,7485667.43,7750.0,925447.45,1080247.45,0.0,0.0,3677002.55,VA,7,2843634.33,0.0
20756,1,VA,200,0.444,0.014,H8VA01147,"wittman, rob",I,950387.37,0.0,764995.04,0.0,366417.77,551810.1,0.0,0.0,459807.37,VA,1,487100.0,0.0
20952,11,VA,100,-0.306,-0.032,H8VA11062,"connolly, gerry",I,2241573.23,7500.0,1396232.09,0.0,22604.74,867945.88,0.0,0.0,1168865.29,VA,11,1026705.39,19482.53
21185,2,VA,200,0.405,-0.084,H0VA02084,"rigell, edward scott mr.",I,2451268.28,48545.57,2604370.2,0.0,157294.12,4192.2,184379.88,225000.0,1326313.6,VA,2,639930.13,5350.0
21186,5,VA,200,0.568,0.0,H0VA05095,"hurt, robert",I,2051306.26,43600.4,1980843.02,0.0,58432.79,128896.03,0.0,0.0,1093163.58,VA,5,907309.54,1000.0
21191,9,VA,200,0.532,-0.392,H0VA09055,"griffith, h morgan",I,1399362.81,20130.73,1320305.58,0.0,45750.58,124807.81,0.0,0.0,722187.22,VA,9,652006.93,0.0
29149,8,VA,100,-0.302,-0.203,H0VA08040,"moran, james p jr",I,1102046.82,0.0,1170284.75,0.0,424891.42,356653.49,0.0,0.0,617099.67,VA,8,459006.73,5000.0
39307,3,VA,100,-0.45,0.014,H6VA01117,"scott, robert c",I,451466.32,0.0,436493.13,0.0,47970.64,62943.83,0.0,0.0,181437.54,VA,3,264816.64,500.0
39308,6,VA,200,0.496,-0.002,H2VA06115,"goodlatte, robert w",I,1606587.55,0.0,1888067.43,370000.0,795214.88,513735.0,0.0,0.0,623366.17,VA,6,968198.34,760.0
15613,7,WA,100,-0.666,-0.197,H8WA07132,"mcdermott, james",I,611669.76,0.0,601201.89,0.0,18131.06,28598.93,0.0,0.0,308448.13,WA,7,302871.63,350.0
20145,2,WA,100,-0.365,0.18,H0WA02080,"larsen, rick",I,1356321.57,0.0,1225992.83,0.0,213693.39,344022.13,0.0,0.0,409732.84,WA,2,915213.94,4668.5
20535,5,WA,200,0.422,0.141,H4WA05077,"rodgers, cathy mcmorris",I,1968862.0,0.0,1987459.0,703.0,413113.0,394516.0,0.0,0.0,1023647.0,WA,5,926572.0,0.0
20536,8,WA,200,0.224,-0.146,H4WA08071,"reichert, dave",I,1654833.25,0.0,1597769.57,0.0,30161.77,87225.45,0.0,0.0,851510.55,WA,8,795680.0,1000.0
21187,3,WA,200,0.336,-0.129,H0WA03187,"herrera beutler, jaime",I,1658722.02,0.0,1623136.4,0.0,22553.26,55938.88,0.0,0.0,1128866.98,WA,3,527131.1,0.0
21368,6,WA,100,-0.309,-0.015,H2WA06129,"kilmer, derek",O,1873136.18,0.0,1706202.03,0.0,0.0,166934.15,0.0,0.0,1116253.86,WA,6,731792.1,7090.22
21369,10,WA,100,-0.312,-0.128,H0WA03161,"heck, dennis",C,2054753.65,20086.05,2019841.66,0.0,22498.59,57410.58,0.0,100000.0,1127548.37,WA,10,780253.96,5013.8
29580,4,WA,200,0.416,0.411,H2WA04041,"hastings, doc",I,1649564.36,0.0,1453308.11,0.0,93926.54,290161.58,0.0,0.0,1074469.86,WA,4,570197.44,0.0
29768,9,WA,100,-0.287,-0.165,H6WA09025,"smith, d adam",I,1145880.0,475.0,924160.51,0.0,61236.56,282956.05,0.0,0.0,413579.97,WA,9,725200.0,1935.79
31101,1,WA,100,-0.289,-0.2,H0WA08046,"delbene, suzan k",I,4425725.62,17188.4,4501798.71,0.0,82292.1,6219.01,2551879.32,250000.0,1144058.62,WA,1,418561.74,10035.63
14448,3,WV,100,-0.306,0.45,H6WV04057,"rahall, nick joe ii",I,1359430.49,7936.25,1720828.35,0.0,471078.96,109681.3,0.0,0.0,316525.42,WV,3,1019532.0,5000.0
20146,2,WV,200,0.277,0.129,H0WV02138,"capito, shelley moore ms.",I,2449473.47,0.0,3001166.53,1606251.44,583721.87,32028.81,0.0,0.0,1249765.34,WV,2,1194202.91,100.0
21188,1,WV,200,0.3,0.178,H0WV01072,"mckinley, david b.",I,2136064.83,0.0,1336707.03,0.0,77315.07,876672.87,0.0,0.0,1235479.17,WV,1,896980.82,450.0
14657,5,WI,200,0.638,-0.579,H8WI09050,"sensenbrenner, f james jr",I,554919.59,0.0,626187.32,0.0,353813.34,282545.61,0.0,0.0,272524.68,WI,5,277126.55,5000.0
14675,6,WI,200,0.379,-0.367,H0WI06061,"petri, thomas",I,743699.28,350.0,672364.83,3534.72,848409.67,919744.12,0.0,0.0,209071.32,WI,6,528750.0,0.0
